SaleID,price
200143,8521.755
200144,1375.89
200145,6363.71
200146,2647.9
200147,4437.98
200148,2808.69
200149,206.94
200150,10978.15
200151,5587.36
200152,638.7
200153,498.97
200154,7509.35
200155,3228.59
200156,16492.38
200157,8667.7
200158,10000
200159,4762.29
200160,6808.74
200161,7117.44
200162,6682.05
200163,1303.06
200164,16240.76
200165,15714.6
200166,25909.76
200167,3753.92
200168,37714.04
200169,748.63
200170,2651.4
200171,8801.28
200172,2041.07
200173,34224
200174,514.23
200175,2416.6
200176,8712.85
200177,5954.44
200178,5286.78
200179,3328.2
200180,879.61
200181,19340.7
200182,4518.85
200183,1446.37
200184,2124.53
200185,3472.32
200186,3915.93
200187,6367.99
200188,10343.42
200189,11531.6
200190,4369.26
200191,3010.89
200192,1164.54
200193,4121.44
200194,7762.27
200195,2348.96
200196,872.97
200197,23818.77
200198,1175.41
200199,4449.1
200200,790.6
200201,8047.94
200202,2120.97
200203,1627.38
200204,7861.58
200205,5177.53
200206,895.61
200207,4215.29
200208,5597.29
200209,1336.57
200210,13534.53
200211,5848.35
200212,7519.35
200213,8546.55
200214,20280.6
200215,7497.67
200216,3246.38
200217,1210.81
200218,10039.11
200219,1234.1
200220,2648.58
200221,7735.52
200222,2268.96
200223,709.37
200224,13291.91
200225,3443.66
200226,1202.33
200227,7671.14
200228,208.46
200229,6332.21
200230,6306.93
200231,4955.44
200232,1214.67
200233,7547.94
200234,396.82
200235,8028.09
200236,7662.36
200237,4785
200238,7193.78
200239,8752.37
200240,24540.28
200241,10197.68
200242,3862.72
200243,3200.97
200244,6385.41
200245,3951.02
200246,3915.05
200247,1112.69
200248,311.58
200249,10955.11
200250,30413.97
200251,10585.13
200252,763.3
200253,8872.78
200254,11152.86
200255,8812.1
200256,2461.19
200257,9677.13
200258,3921.41
200259,7986.76
200260,1558.13
200261,4691.99
200262,2538.99
200263,9904.63
200264,6087.01
200265,5666.68
200266,1094.67
200267,14670.61
200268,7358.25
200269,3573.96
200270,10470.98
200271,2734.91
200272,3131.73
200273,16808.42
200274,484.29
200275,13983.11
200276,2426.59
200277,2585.68
200278,1689.78
200279,9898.13
200280,1996.97
200281,872.43
200282,13375.92
200283,6539.16
200284,392.05
200285,5272.2
200286,3083.55
200287,12133.52
200288,12310.87
200289,3234.85
200290,6809.16
200291,12257.84
200292,2385.86
200293,9314.45
200294,6111.05
200295,2611.92
200296,3013.38
200297,6905.55
200298,1375.83
200299,4418.48
200300,5242.12
200301,5222.14
200302,1540.89
200303,6991.27
200304,2630.28
200305,4237.46
200306,1718.4
200307,15476.86
200308,1548.16
200309,1285.8
200310,1094.15
200311,1421.68
200312,10862.36
200313,1787.52
200314,4701.85
200315,840.83
200316,39002.88
200317,2452.54
200318,423.99
200319,10683.18
200320,3551.91
200321,29809.4
200322,14633.16
200323,1407.22
200324,25372.53
200325,5859.17
200326,2490.73
200327,21763.64
200328,701.33
200329,7912.45
200330,1917.68
200331,1540.53
200332,11854.74
200333,1210.39
200334,742.42
200335,1777.61
200336,1411.38
200337,827.42
200338,1981.74
200339,14024.26
200340,30781.96
200341,2371.76
200342,6200.18
200343,1713.76
200344,5517.13
200345,6448.36
200346,1219.75
200347,11902.39
200348,9531.95
200349,742.69
200350,11784.46
200351,2364.19
200352,695.23
200353,1659.18
200354,3200.32
200355,779.38
200356,4368.48
200357,1942.21
200358,3043.39
200359,10172.48
200360,15986.42
200361,1878.58
200362,2015.12
200363,1572.15
200364,7355.32
200365,8576.66
200366,989.38
200367,5544.24
200368,6634.72
200369,5598.49
200370,995.64
200371,10812.43
200372,1175.47
200373,1239.33
200374,959.09
200375,1197
200376,2591.77
200377,1947.15
200378,1552.73
200379,2054.99
200380,794.52
200381,3905.65
200382,31413.23
200383,2279.47
200384,2679.97
200385,808.22
200386,1130.21
200387,4365.72
200388,7465.55
200389,7831.28
200390,369.45
200391,2913.9
200392,1137.13
200393,2951.85
200394,4714.52
200395,101.22
200396,2712.66
200397,1033.54
200398,2153.87
200399,882.43
200400,2119.14
200401,4486.01
200402,1533.34
200403,4047.77
200404,643.93
200405,686.96
200406,2350.56
200407,1489.46
200408,6866.89
200409,11917.95
200410,7754.3
200411,1471.84
200412,20654.65
200413,11292.87
200414,4451.79
200415,9195.97
200416,7974.3
200417,1843.85
200418,1098.09
200419,19037.09
200420,19242.36
200421,1570.67
200422,1479.23
200423,1189.42
200424,53116.1
200425,8604.71
200426,3674.72
200427,18056.37
200428,1550.01
200429,4647
200430,3220.35
200431,2538.08
200432,4020.71
200433,16041.69
200434,686.29
200435,5205.58
200436,9829.29
200437,875.69
200438,198.05
200439,1176.03
200440,1327.27
200441,1439.28
200442,1645.35
200443,6833.43
200444,1345.16
200445,2917.45
200446,3873.68
200447,6812.78
200448,14355.11
200449,1183.21
200450,2857.06
200451,1023.3
200452,3159.12
200453,3401
200454,1298.31
200455,8231.81
200456,1209.14
200457,1343.82
200458,735.27
200459,4166.84
200460,2999.16
200461,3697.6
200462,6424.94
200463,8007.38
200464,941.9
200465,10679.42
200466,2208.11
200467,2889.5
200468,2108.96
200469,193.3
200470,9569.51
200471,436.61
200472,8704.41
200473,46842.61
200474,1282.86
200475,3734.53
200476,13346.64
200477,5133.27
200478,4744.55
200479,1103.98
200480,6649.46
200481,1666.43
200482,1535.8
200483,2552.3
200484,2394.23
200485,4929.69
200486,5326.48
200487,9227.26
200488,1004.6
200489,6084.39
200490,8620.23
200491,8703.38
200492,17379.22
200493,101.1
200494,2354.66
200495,5867.17
200496,372.01
200497,540.96
200498,17617.48
200499,837.57
200500,6338.01
200501,3994.29
200502,1805.57
200503,525.86
200504,2638.05
200505,6160.93
200506,137.36
200507,3064.78
200508,2032.35
200509,1453.54
200510,8995.35
200511,10135.25
200512,25532.01
200513,15056.24
200514,11808.67
200515,680.22
200516,22564.56
200517,8734.71
200518,2501.44
200519,14301.82
200520,1761.36
200521,24593.89
200522,153.27
200523,4163.17
200524,8821.91
200525,485.5
200526,399.35
200527,5581.9
200528,3675.45
200529,645.08
200530,6940.78
200531,14314.53
200532,1168.54
200533,20557.34
200534,1251
200535,307.22
200536,1140.07
200537,1100.54
200538,3860.82
200539,6774.59
200540,2612.49
200541,2719.2
200542,2402.94
200543,3996.24
200544,532.56
200545,3717.21
200546,6767.9
200547,4381.1
200548,4083.78
200549,13438.75
200550,13190.71
200551,459.45
200552,11636.68
200553,257.87
200554,12604.67
200555,2110.06
200556,4122.08
200557,12800.3
200558,6565.68
200559,1335.13
200560,2787.88
200561,4254.29
200562,20242.08
200563,5897.21
200564,10520.64
200565,26601.94
200566,8119.9
200567,1924.25
200568,7625.93
200569,167.51
200570,1953.71
200571,3637.25
200572,10892.92
200573,16306.17
200574,1016.32
200575,1444.73
200576,995.17
200577,818.03
200578,20799.09
200579,171.49
200580,4901.49
200581,1473.54
200582,6459.18
200583,978.28
200584,18442.95
200585,7118.44
200586,4559.47
200587,1451.59
200588,3893.57
200589,2514.02
200590,255.65
200591,8787.54
200592,4252.86
200593,9975.56
200594,9542.68
200595,453.62
200596,4173.923333
200597,23401.16
200598,10685.04
200599,3900.14
200600,7123.62
200601,9233.16
200602,10064.66
200603,24598.18
200604,10004.74
200605,1452.6
200606,4514.87
200607,7746.99
200608,9297.93
200609,826.31
200610,7861.37
200611,11760.02
200612,10029.83
200613,1085.76
200614,600.58
200615,995.25
200616,3598.38
200617,2272.31
200618,5240.5
200619,259.68
200620,2403.38
200621,10482.32
200622,4744.47
200623,17904.53
200624,982.2
200625,701.93
200626,2774.81
200627,6561.93
200628,6276.79
200629,7880.47
200630,2135.47
200631,13451.97
200632,1638.36
200633,5160.73
200634,2400.56
200635,4749.83
200636,17756.71
200637,18242.04
200638,1520.31
200639,1984.41
200640,1239.07
200641,2843.09
200642,1057.25
200643,7321.64
200644,22029.69
200645,2468.13
200646,7235.91
200647,9617.32
200648,106.7
200649,6108.55
200650,5080.66
200651,5030.65
200652,486.84
200653,6542.78
200654,2696.44
200655,14983.89
200656,1465.14
200657,4604.68
200658,7859.02
200659,2834.73
200660,6675.15
200661,9404.42
200662,1932.71
200663,1502.12
200664,1857.33
200665,6053.83
200666,1934.8
200667,11810.47
200668,19808
200669,1592.8
200670,8025.77
200671,1216.89
200672,1045.84
200673,14210.09
200674,6745.93
200675,6273.16
200676,5523.06
200677,8928.79
200678,2138.3
200679,1875.92
200680,6831.11
200681,3180.89
200682,3002.75
200683,50.14
200684,349.97
200685,1708.46
200686,3194.24
200687,3339.77
200688,825.76
200689,11015
200690,1693.15
200691,6398.92
200692,3363.26
200693,6682.45
200694,271.44
200695,368.6
200696,6522.87
200697,3647.01
200698,28520.84
200699,612.72
200700,1747.11
200701,6478.39
200702,1110.21
200703,7527.02
200704,704.32
200705,1270.71
200706,3817.54
200707,2118.14
200708,775.96
200709,2282.5
200710,639.26
200711,5146.88
200712,12926.06
200713,10994.77
200714,1647.04
200715,34427.28
200716,1362.69
200717,1589.27
200718,5268.3
200719,3445.56
200720,2726.73
200721,1795.63
200722,2367.22
200723,4080.82
200724,988.63
200725,2883.46
200726,292.83
200727,195.91
200728,4156.59
200729,3971.92
200730,1444.79
200731,5089.57
200732,904.71
200733,6714.06
200734,1908.3
200735,1070.39
200736,16809.37
200737,8396.12
200738,1967.21
200739,468.14
200740,7988.88
200741,2486.82
200742,7455.28
200743,7278.08
200744,2260.7
200745,4028.11
200746,1290.94
200747,1258.96
200748,38024.4
200749,752.58
200750,12677.07
200751,6508.32
200752,3131.32
200753,4895.03
200754,2695.92
200755,3106.57
200756,4445.38
200757,3068.07
200758,2221.1
200759,1158.68
200760,17115.58
200761,4247.93
200762,2451.82
200763,2687.44
200764,918.53
200765,13746.98
200766,827.86
200767,1140.25
200768,548.48
200769,14242.03
200770,311.73
200771,4973.86
200772,4999.21
200773,4956.75
200774,12901.83
200775,2787.96
200776,2496.06
200777,3611.33
200778,1757.29
200779,3270.24
200780,820.31
200781,4932.16
200782,817.7
200783,45305.18
200784,1218.13
200785,1586.85
200786,4580.18
200787,3725.83
200788,9675.99
200789,577.66
200790,3112.37
200791,4399.44
200792,3444.54
200793,5373.76
200794,25968.2
200795,4955.14
200796,154.14
200797,3715
200798,5580.22
200799,22385.87
200800,2514.87
200801,477.91
200802,199.77
200803,1626.23
200804,3721.27
200805,8570.37
200806,5853.97
200807,479.59
200808,3212.73
200809,2116.57
200810,2980.57
200811,741.57
200812,4115.24
200813,24312.95
200814,1107.87
200815,1172.77
200816,10610.14
200817,1628.96
200818,6219.44
200819,5217.27
200820,816.66
200821,4750.14
200822,6672.41
200823,3914.93
200824,669.45
200825,11991.67
200826,4164.28
200827,1938.11
200828,10500
200829,12487.15
200830,7541.36
200831,4047.48
200832,5868.55
200833,1074.22
200834,1570.77
200835,1461.15
200836,1773.1
200837,3615.33
200838,1357.07
200839,5721.01
200840,3956.01
200841,7397.65
200842,3224.99
200843,3824.73
200844,8141.62
200845,570.58
200846,5649.09
200847,3470.06
200848,971.94
200849,14694.37
200850,1178.65
200851,9361.28
200852,1969.62
200853,5868.11
200854,13679.43
200855,3402.65
200856,4265.8
200857,1111.78
200858,18523.99
200859,2214.56
200860,7477.85
200861,1441.06
200862,12737.07
200863,2756.51
200864,911.32
200865,28450.85
200866,6683.16
200867,4814.11
200868,2301.01
200869,961.63
200870,13388
200871,1970.77
200872,9675.05
200873,828.86
200874,1676.54
200875,3200.61
200876,6162.66
200877,3264.67
200878,8841.74
200879,500.64
200880,286.78
200881,438.79
200882,8772.03
200883,7104.51
200884,1474.98
200885,2153.36
200886,6270.67
200887,1353.47
200888,1128.47
200889,2503.45
200890,1977.72
200891,812.42
200892,6909.89
200893,1359.25
200894,924.45
200895,6531.89
200896,3903.7
200897,1868.99
200898,13630.53
200899,4358.49
200900,7061.64
200901,3370.67
200902,17715.57
200903,377.9
200904,1306.04
200905,1935.1
200906,9258.4
200907,1289.04
200908,657.59
200909,204.31
200910,1438.19
200911,794.24
200912,4067.42
200913,4165.77
200914,5010.75
200915,3135.35
200916,1709.1
200917,14139.83
200918,768.36
200919,3866.05
200920,1206.12
200921,5944.75
200922,750.53
200923,15598.42
200924,1255.12
200925,8588.99
200926,783.98
200927,310.62
200928,4882.67
200929,970
200930,13966.2
200931,2112.45
200932,1046.9
200933,19200.39
200934,7725.83
200935,2018.09
200936,8095.12
200937,28659.9
200938,11929.92
200939,3767.24
200940,2817.84
200941,358.9
200942,1129.31
200943,2223.27
200944,18284.31
200945,1868.15
200946,1297.68
200947,874.67
200948,8126.75
200949,17086.69
200950,5134.29
200951,8137.3
200952,13750.49
200953,1929.87
200954,1240.76
200955,19751.78
200956,4843.59
200957,2893.29
200958,1310.61
200959,1087.84
200960,3721.96
200961,5029.77
200962,8625.28
200963,1171.22
200964,2445.86
200965,5938.61
200966,2192.75
200967,4729.89
200968,3760.23
200969,3681.71
200970,13510.62
200971,1242.08
200972,4252.62
200973,10970.29
200974,17375.69
200975,3565.94
200976,29925.93
200977,13299.55
200978,2405.24
200979,573.49
200980,9969.59
200981,1995.28
200982,6248.85
200983,775.76
200984,717.18
200985,29186.5
200986,13792.34
200987,1192.32
200988,302.38
200989,1670.03
200990,588.32
200991,1269.54
200992,2893.91
200993,488.38
200994,2993.4
200995,2211.29
200996,6473.37
200997,138.43
200998,1544.61
200999,9062.53
201000,4610.31
201001,8825.41
201002,18918.75
201003,15223.69
201004,414.38
201005,675.46
201006,5580.77
201007,1770.36
201008,6358.99
201009,4551.88
201010,9222.71
201011,13935.98
201012,3559.77
201013,10877.39
201014,2667.59
201015,5669.17
201016,1528.56
201017,2903.37
201018,2440.48
201019,12322.3
201020,7149.16
201021,1988.05
201022,7231.26
201023,30534.61
201024,6302.39
201025,2582.5
201026,4670.56
201027,4256.44
201028,3569.57
201029,1873.01
201030,6810.6
201031,16159.35
201032,725.19
201033,9149.22
201034,248.05
201035,4533.2
201036,1206.18
201037,1683.65
201038,1388.85
201039,4265.26
201040,1503.69
201041,319.23
201042,3595.98
201043,911.95
201044,6231.66
201045,3851.53
201046,1941.18
201047,809.26
201048,6844.2
201049,685.9
201050,6343.43
201051,1296.66
201052,4464.09
201053,834.48
201054,2891.81
201055,3944.36
201056,3000.77
201057,2349.98
201058,8872.47
201059,10256.06
201060,518.99
201061,10582.58
201062,2957.69
201063,24537.57
201064,2134.45
201065,873.34
201066,1377.98
201067,17629.49
201068,13168.22
201069,2914.71
201070,24706.52
201071,531.56
201072,2314.01
201073,2436.54
201074,22692.08
201075,3608.82
201076,1594.99
201077,7052.78
201078,1980.68
201079,9981.4
201080,2901.05
201081,18170.77
201082,5429.18
201083,1010.63
201084,871.73
201085,1085.43
201086,9867.26
201087,1655.82
201088,6938.25
201089,6879.64
201090,7717.57
201091,561.85
201092,7369.8
201093,1602.39
201094,6220.87
201095,2131.14
201096,3077.76
201097,439.68
201098,5334.71
201099,499.61
201100,1887.3
201101,8298.08
201102,2505.31
201103,3331.04
201104,2660
201105,5925.77
201106,739.09
201107,1007.64
201108,2007.3
201109,7332.37
201110,3404.25
201111,3208.71
201112,11630.61
201113,7587.17
201114,4701.23
201115,22476.08
201116,827.85
201117,852.5
201118,1379.83
201119,4954.79
201120,3208.07
201121,2898.35
201122,8221.67
201123,6068.28
201124,11782.04
201125,1576.39
201126,243.2
201127,11000
201128,7160.15
201129,21035.98
201130,3537.99
201131,3470.3
201132,4660.98
201133,1916.62
201134,7503.39
201135,2248.45
201136,5658.96
201137,635.69
201138,441.92
201139,4961.41
201140,11386.66
201141,595.4
201142,1935.41
201143,7888.14
201144,2236.82
201145,7235.89
201146,3223.63
201147,3340
201148,2008.19
201149,758.45
201150,3658.08
201151,10492.18
201152,1251.53
201153,1847.32
201154,6963.8
201155,4020.85
201156,1433.48
201157,967.87
201158,1358.97
201159,1626.52
201160,611.17
201161,2748
201162,666.16
201163,8365.92
201164,1877.82
201165,1355.01
201166,3338.73
201167,724.75
201168,820.68
201169,1723.92
201170,12799.65
201171,7209.81
201172,12891.35
201173,15421.31
201174,474.45
201175,1175.35
201176,1907.45
201177,1754.32
201178,5076.68
201179,941.46
201180,2029.13
201181,13845.74
201182,617.57
201183,3097.34
201184,2366.47
201185,2943.75
201186,767.94
201187,13401
201188,3420.77
201189,28290.35
201190,2357.49
201191,10379.64
201192,4162.54
201193,1017.17
201194,452.89
201195,4092.23
201196,6789.58
201197,6224.09
201198,4615.01
201199,1109.77
201200,5030.92
201201,168.19
201202,19935.63
201203,1209.37
201204,2825.35
201205,2029.71
201206,3211.89
201207,3832.36
201208,10531.8
201209,449.34
201210,6083.01
201211,210.65
201212,20498.12
201213,6470.13
201214,20718.36
201215,1377.49
201216,1599.86
201217,140.33
201218,1846.93
201219,631.94
201220,3223.05
201221,3329.32
201222,3235.86
201223,9959.83
201224,14667.32
201225,4578.4
201226,1349.35
201227,3134.02
201228,2054.23
201229,13847.88
201230,3005.26
201231,5436.44
201232,18682.2
201233,4910.43
201234,28299.67
201235,21222.34
201236,3166.22
201237,14646.98
201238,1313.17
201239,10195.61
201240,1127.63
201241,7687.37
201242,1468.78
201243,2498.44
201244,8183.4
201245,4518.41
201246,641.23
201247,23569.53
201248,486.89
201249,6847.23
201250,3859.66
201251,5510.59
201252,1634.84
201253,7007.9
201254,8855.55
201255,9140.34
201256,29164.9
201257,1473.65
201258,9076
201259,3003.06
201260,43588.13
201261,6411.2
201262,776.6
201263,5345.21
201264,16439.51
201265,1094.09
201266,281.08
201267,553.79
201268,1614.66
201269,7039.38
201270,1600.06
201271,6013.05
201272,7244.58
201273,496.74
201274,1381.7
201275,6781.48
201276,3200.54
201277,1070.91
201278,12194.47
201279,3325.17
201280,3813
201281,1237.06
201282,2807.02
201283,1620.18
201284,2876
201285,1460.52
201286,1603.96
201287,460.49
201288,1479.82
201289,302.62
201290,2294.61
201291,6069.85
201292,4323.83
201293,3707.54
201294,3612.01
201295,5307.28
201296,2735.73
201297,2193.21
201298,559.71
201299,1209.18
201300,21824.7
201301,4339.78
201302,14331.12
201303,2704.64
201304,9334.38
201305,4405.33
201306,8269.2
201307,1128.92
201308,4225.91
201309,3646.53
201310,13533.91
201311,5294.4
201312,29884.08
201313,31847.66
201314,2919.5
201315,1141.95
201316,2430.45
201317,5402.05
201318,7762.64
201319,2345.93
201320,4525.95
201321,878.57
201322,9196.25
201323,5512.11
201324,5486.26
201325,9309.67
201326,11059.62
201327,1526.73
201328,4601.55
201329,968.75
201330,17700.34
201331,3617.4
201332,8419.86
201333,15322.7
201334,1651.82
201335,16304.79
201336,555.01
201337,9902.4
201338,6109.91
201339,2387.94
201340,13034.03
201341,10151.65
201342,40850.14
201343,4882.1
201344,7422.06
201345,28490.56
201346,16045.04
201347,670.4
201348,585.28
201349,7411.6
201350,4056.47
201351,4669.63
201352,504.39
201353,794.97
201354,7043.7
201355,8451.99
201356,11900.42
201357,8638.15
201358,4154.29
201359,6587.37
201360,1816.95
201361,8895.64
201362,9955.94
201363,9705.51
201364,8237.9
201365,8564.08
201366,13694.88
201367,17844.74
201368,3144.04
201369,5590.02
201370,13757.25
201371,3457.47
201372,26762.06
201373,1444.4
201374,9191.55
201375,1297.29
201376,693.65
201377,6305.18
201378,2964.6
201379,14541.84
201380,1026.74
201381,2322.05
201382,14137.21
201383,2767.9
201384,479.76
201385,8507.61
201386,2915.89
201387,7611.57
201388,10286.5
201389,3014.32
201390,31755.31
201391,1007.75
201392,2347.7
201393,2217.35
201394,7876.9
201395,15662.87
201396,9826.55
201397,10761.84
201398,6647.41
201399,2485.43
201400,1276.6
201401,3218.5
201402,3102.75
201403,12628.92
201404,3526.98
201405,1946.07
201406,28556.68
201407,22842.06
201408,7944.27
201409,10268.01
201410,649.4
201411,2417.98
201412,6735.81
201413,17503.68
201414,6107.57
201415,1679.71
201416,1347.86
201417,1099.11
201418,1189.83
201419,15465.27
201420,17066.96
201421,10907.24
201422,1254.46
201423,8343.21
201424,11012.72
201425,956.86
201426,1028.01
201427,3532.06
201428,4669.19
201429,1938.72
201430,11411.25
201431,10664.26
201432,987.37
201433,1907.93
201434,442.16
201435,3638.41
201436,3763.69
201437,5773.93
201438,2470.98
201439,6069.83
201440,6281.04
201441,16766.99
201442,4159.2
201443,7848.1
201444,685.92
201445,476.75
201446,2434
201447,7343.52
201448,2758.24
201449,16412.7
201450,413.98
201451,705.34
201452,8677.66
201453,1140.78
201454,3561.64
201455,3713.93
201456,3751.58
201457,2873.15
201458,1142.69
201459,5389.73
201460,2052.88
201461,3610.94
201462,6912.33
201463,5232.14
201464,4227.16
201465,11485.02
201466,841.69
201467,2857.88
201468,7195.58
201469,2539.56
201470,5956.25
201471,1277.4
201472,647.77
201473,14971.14
201474,1178.22
201475,1515.5
201476,1617.26
201477,4154.97
201478,2735.53
201479,2861.37
201480,1289.19
201481,11974.07
201482,42552.64
201483,9312.54
201484,1350.1
201485,12038.54
201486,5178.5
201487,1463.08
201488,14383.93
201489,3210.35
201490,22119.15
201491,1167.31
201492,2019
201493,5416.27
201494,1177.92
201495,482.8
201496,1896.24
201497,19967.73
201498,5389.58
201499,1137.82
201500,11924.18
201501,25127.54
201502,11368.5
201503,1581.06
201504,11207.63
201505,1150.81
201506,15846.35
201507,7017.81
201508,715.57
201509,5732.69
201510,607.73
201511,2798.13
201512,1817.16
201513,1622.06
201514,832.38
201515,3655.53
201516,806.73
201517,4121.01
201518,3529.52
201519,1835.12
201520,4385.49
201521,1683.49
201522,51182.61
201523,10389.31
201524,1835.54
201525,7848.41
201526,6834.45
201527,387.13
201528,8161.68
201529,2588.86
201530,16356.1
201531,17591.41
201532,4806.86
201533,14515.72
201534,6720.14
201535,18525.18
201536,1604.9
201537,928.58
201538,630.08
201539,841.94
201540,26886.92
201541,748.75
201542,175.84
201543,18699.2
201544,224.87
201545,2080.95
201546,7621.3
201547,10083.67
201548,2802.95
201549,3809.42
201550,4192.01
201551,8201.56
201552,4776.69
201553,9812.62
201554,3252.56
201555,7545.2
201556,3419.59
201557,4003.54
201558,7063.57
201559,5810
201560,530.13
201561,1357.46
201562,5522.04
201563,1514.23
201564,983.38
201565,1934.52
201566,17275.39
201567,879.22
201568,793.02
201569,202.53
201570,3134.72
201571,692.54
201572,943.03
201573,1757.15
201574,453.81
201575,8845.03
201576,491.34
201577,9656.43
201578,6520.5
201579,5809.44
201580,1150.37
201581,1247.95
201582,1338.16
201583,3071.18
201584,1827.7
201585,2189.36
201586,474.13
201587,1018.5
201588,916.11
201589,841.15
201590,309.02
201591,854.38
201592,23257.37
201593,1072.74
201594,1149.11
201595,9447.67
201596,1559.52
201597,5377.06
201598,485.36
201599,3612.67
201600,3898.86
201601,1432.74
201602,2025.96
201603,8083.9
201604,540.24
201605,3860.85
201606,4156.58
201607,101.31
201608,8634.71
201609,3510.54
201610,13812.28
201611,15864.63
201612,29580.75
201613,9370.06
201614,4297.72
201615,3086.14
201616,7565.52
201617,1944.12
201618,1587.95
201619,2547.95
201620,2467.52
201621,3448.89
201622,679.6
201623,2867
201624,2470.15
201625,3467.12
201626,7874.24
201627,11328.62
201628,7384.05
201629,29184.8
201630,6990.67
201631,9470.66
201632,995.66
201633,3758.66
201634,10506.03
201635,8851.7
201636,9109.19
201637,8908.56
201638,4541.63
201639,1244.99
201640,2454.39
201641,12258.65
201642,12090.42
201643,401.39
201644,2850.14
201645,686.94
201646,11148.26
201647,2517.1
201648,256.08
201649,3373.76
201650,12971.63
201651,8239.04
201652,13357.81
201653,34311.85
201654,15195.56
201655,3327.19
201656,4234.8
201657,13764.53
201658,996.88
201659,3924.6
201660,11852.57
201661,4918.82
201662,3184.81
201663,1053.91
201664,2834.17
201665,702.36
201666,3631.69
201667,3834.58
201668,678.99
201669,758.25
201670,11256.33
201671,1283.73
201672,277.09
201673,5929.95
201674,504.51
201675,50337.88
201676,1646
201677,7571.97
201678,4483.86
201679,2362.84
201680,4884.85
201681,303.48
201682,4463.76
201683,1897.09
201684,1474.06
201685,694.5
201686,10674.93
201687,3343.27
201688,2295.87
201689,26102.19
201690,7845.16
201691,2312.47
201692,7780.44
201693,1609.24
201694,10635.88
201695,4486.23
201696,17419.14
201697,741.75
201698,3713.73
201699,481.9
201700,4828.26
201701,12861
201702,7643.9
201703,15238.34
201704,4978.11
201705,1738.26
201706,1624.14
201707,29692.22
201708,1541.25
201709,2531.74
201710,9668.58
201711,1244.55
201712,11866.43
201713,3183.58
201714,21423.49
201715,7584.94
201716,962.13
201717,13690.12
201718,35032.07
201719,2023.31
201720,9266.55
201721,2460.37
201722,6948.69
201723,758.32
201724,1187.81
201725,1423.77
201726,15711.54
201727,1113.72
201728,628.52
201729,1887.09
201730,1094.05
201731,12764.6
201732,3851.4
201733,14261.88
201734,883.5
201735,2281.88
201736,8754.91
201737,20527.03
201738,4319.89
201739,1506.41
201740,709.35
201741,181.87
201742,710.73
201743,1792.83
201744,1220.47
201745,1489.15
201746,1201.29
201747,4349.69
201748,3326.08
201749,12486.13
201750,1823.73
201751,8505.2
201752,5589.63
201753,1365.05
201754,10703.77
201755,15502.02
201756,5722.93
201757,2912.51
201758,2592.59
201759,1830.11
201760,1178.81
201761,19179.76
201762,4653.17
201763,1619.18
201764,3717.22
201765,6724.05
201766,1621.44
201767,1260.01
201768,24097.74
201769,1638.19
201770,22963.41
201771,2554.03
201772,1332.65
201773,11334.78
201774,1220.17
201775,17866.16
201776,1015.52
201777,772.93
201778,2147.12
201779,3266.73
201780,23219.83
201781,3613.09
201782,887.84
201783,3555.06
201784,662.14
201785,9294.78
201786,876.16
201787,6004.16
201788,1624.95
201789,1968.8
